Date,Job Creation Date,Job Completion Date,Filtered Job Completion Date,Success,Duration,Duration Bucket,Activity Type,Component Being updated,Cores,Customer ID,Job Completion Times & Job Completion Time,Job Creation Time,Job Result,Number of Records,Path,Product Name,Storage (GB),Storage
10/27/2019 9:00:00 PM,10/27/2019 12:00:00 AM,10/27/2019 12:00:00 AM,10/27/2019 12:00:00 AM,False,4,0-59 minutes,Deployment,,6,,10/27/2019 9:33:00 PM,10/27/2019 9:29:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/27/2019 2:00:00 PM,10/27/2019 12:00:00 AM,10/27/2019 12:00:00 AM,10/27/2019 12:00:00 AM,False,5,0-59 minutes,Deployment,,6,,10/27/2019 2:36:00 PM,10/27/2019 2:31:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/27/2019 12:00:00 PM,10/27/2019 12:00:00 AM,10/27/2019 12:00:00 AM,10/27/2019 12:00:00 AM,False,5,0-59 minutes,Deployment,,6,,10/27/2019 12:06:00 PM,10/27/2019 12:01:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/27/2019 11:00:00 AM,10/27/2019 12:00:00 AM,10/27/2019 12:00:00 AM,10/27/2019 12:00:00 AM,False,4,0-59 minutes,Deployment,,6,,10/27/2019 11:41:00 AM,10/27/2019 11:37:00 AM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/27/2019 1:00:00 AM,10/27/2019 12:00:00 AM,10/27/2019 12:00:00 AM,10/27/2019 12:00:00 AM,False,3,0-59 minutes,Deployment,,6,,10/27/2019 1:54:00 AM,10/27/2019 1:51:00 AM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/26/2019 8:00:00 PM,10/26/2019 12:00:00 AM,10/26/2019 12:00:00 AM,10/26/2019 12:00:00 AM,False,4,0-59 minutes,Deployment,,6,,10/26/2019 8:39:00 PM,10/26/2019 8:35:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/26/2019 1:00:00 AM,10/26/2019 12:00:00 AM,10/26/2019 12:00:00 AM,10/26/2019 12:00:00 AM,False,4,0-59 minutes,Deployment,,6,,10/26/2019 1:47:00 AM,10/26/2019 1:43:00 AM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/26/2019 1:00:00 AM,10/26/2019 12:00:00 AM,10/26/2019 12:00:00 AM,10/26/2019 12:00:00 AM,False,5,0-59 minutes,Deployment,,6,,10/26/2019 1:44:00 AM,10/26/2019 1:39:00 AM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/25/2019 7:00:00 PM,10/25/2019 12:00:00 AM,10/25/2019 12:00:00 AM,10/25/2019 12:00:00 AM,False,3,0-59 minutes,Deployment,,14,,10/25/2019 7:47:00 PM,10/25/2019 7:44:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,1000,
10/25/2019 6:00:00 PM,10/25/2019 12:00:00 AM,10/25/2019 12:00:00 AM,10/25/2019 12:00:00 AM,False,4,0-59 minutes,Deployment,,6,,10/25/2019 6:29:00 PM,10/25/2019 6:25:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/25/2019 5:00:00 PM,10/25/2019 12:00:00 AM,10/25/2019 12:00:00 AM,10/25/2019 12:00:00 AM,False,4,0-59 minutes,Deployment,,6,,10/25/2019 5:19:00 PM,10/25/2019 5:15:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/25/2019 4:00:00 PM,10/25/2019 12:00:00 AM,10/25/2019 12:00:00 AM,10/25/2019 12:00:00 AM,False,5,0-59 minutes,Deployment,,6,,10/25/2019 4:28:00 PM,10/25/2019 4:23:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/25/2019 3:00:00 PM,10/25/2019 12:00:00 AM,10/25/2019 12:00:00 AM,10/25/2019 12:00:00 AM,False,87,60-119 minutes,Deployment,,6,,10/25/2019 4:38:00 PM,10/25/2019 3:11:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/25/2019 12:00:00 PM,10/25/2019 12:00:00 AM,10/25/2019 12:00:00 AM,10/25/2019 12:00:00 AM,False,4,0-59 minutes,Deployment,,6,,10/25/2019 12:31:00 PM,10/25/2019 12:27:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/25/2019 5:00:00 AM,10/25/2019 12:00:00 AM,10/25/2019 12:00:00 AM,10/25/2019 12:00:00 AM,False,4,0-59 minutes,Deployment,,6,,10/25/2019 5:26:00 AM,10/25/2019 5:22:00 AM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/25/2019 4:00:00 AM,10/25/2019 12:00:00 AM,10/25/2019 12:00:00 AM,10/25/2019 12:00:00 AM,False,4,0-59 minutes,Deployment,,6,,10/25/2019 4:25:00 AM,10/25/2019 4:21:00 AM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/25/2019 1:00:00 AM,10/25/2019 12:00:00 AM,10/25/2019 12:00:00 AM,10/25/2019 12:00:00 AM,False,3,0-59 minutes,Deployment,,6,,10/25/2019 1:37:00 AM,10/25/2019 1:34:00 AM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/24/2019 7:00:00 PM,10/24/2019 12:00:00 AM,10/24/2019 12:00:00 AM,10/24/2019 12:00:00 AM,False,4,0-59 minutes,Deployment,,6,,10/24/2019 7:48:00 PM,10/24/2019 7:44:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/24/2019 7:00:00 PM,10/24/2019 12:00:00 AM,10/24/2019 12:00:00 AM,10/24/2019 12:00:00 AM,False,4,0-59 minutes,Deployment,,6,,10/24/2019 7:33:00 PM,10/24/2019 7:29:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/24/2019 5:00:00 PM,10/24/2019 12:00:00 AM,10/24/2019 12:00:00 AM,10/24/2019 12:00:00 AM,False,3,0-59 minutes,Deployment,,6,,10/24/2019 5:29:00 PM,10/24/2019 5:26:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/24/2019 5:00:00 PM,10/24/2019 12:00:00 AM,10/24/2019 12:00:00 AM,10/24/2019 12:00:00 AM,False,5,0-59 minutes,Deployment,,6,,10/24/2019 5:30:00 PM,10/24/2019 5:25:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/24/2019 2:00:00 PM,10/24/2019 12:00:00 AM,10/24/2019 12:00:00 AM,10/24/2019 12:00:00 AM,False,4,0-59 minutes,Deployment,,6,,10/24/2019 2:05:00 PM,10/24/2019 2:01:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/24/2019 1:00:00 PM,10/24/2019 12:00:00 AM,10/24/2019 12:00:00 AM,10/24/2019 12:00:00 AM,False,3,0-59 minutes,Deployment,,6,,10/24/2019 1:40:00 PM,10/24/2019 1:37:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/24/2019 12:00:00 PM,10/24/2019 12:00:00 AM,10/24/2019 12:00:00 AM,10/24/2019 12:00:00 AM,False,4,0-59 minutes,Deployment,,6,,10/24/2019 12:11:00 PM,10/24/2019 12:07:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/23/2019 8:00:00 PM,10/23/2019 12:00:00 AM,10/23/2019 12:00:00 AM,10/23/2019 12:00:00 AM,False,5,0-59 minutes,Deployment,,6,,10/23/2019 8:20:00 PM,10/23/2019 8:15:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/23/2019 8:00:00 PM,10/23/2019 12:00:00 AM,10/23/2019 12:00:00 AM,10/23/2019 12:00:00 AM,False,5,0-59 minutes,Deployment,,6,,10/23/2019 8:18:00 PM,10/23/2019 8:13:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/23/2019 2:00:00 PM,10/23/2019 12:00:00 AM,10/23/2019 12:00:00 AM,10/23/2019 12:00:00 AM,False,3,0-59 minutes,Deployment,,6,,10/23/2019 2:43:00 PM,10/23/2019 2:40:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/18/2019 7:00:00 PM,10/18/2019 12:00:00 AM,10/18/2019 12:00:00 AM,10/18/2019 12:00:00 AM,True,15,0-59 minutes,Deployment,,16,,10/18/2019 7:20:00 PM,10/18/2019 7:05:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,4800,
10/18/2019 4:00:00 PM,10/18/2019 12:00:00 AM,10/18/2019 12:00:00 AM,10/18/2019 12:00:00 AM,False,71,60-119 minutes,Deployment,,16,,10/18/2019 6:10:00 PM,10/18/2019 4:59:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,4800,
10/18/2019 4:00:00 PM,10/18/2019 12:00:00 AM,10/18/2019 12:00:00 AM,10/18/2019 12:00:00 AM,False,10,0-59 minutes,Deployment,,16,,10/18/2019 4:57:00 PM,10/18/2019 4:47:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,4800,
10/15/2019 8:00:00 PM,10/15/2019 12:00:00 AM,10/15/2019 12:00:00 AM,10/15/2019 12:00:00 AM,True,37,0-59 minutes,Deployment,,216,,10/15/2019 9:26:00 PM,10/15/2019 8:49:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,19200,
10/15/2019 2:00:00 PM,10/15/2019 12:00:00 AM,10/15/2019 12:00:00 AM,10/15/2019 12:00:00 AM,True,36,0-59 minutes,Deployment,,16,,10/15/2019 2:55:00 PM,10/15/2019 2:19:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
10/9/2019 9:00:00 PM,10/9/2019 12:00:00 AM,10/9/2019 12:00:00 AM,10/9/2019 12:00:00 AM,True,34,0-59 minutes,Deployment,,16,,10/9/2019 9:43:00 PM,10/9/2019 9:09:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
10/9/2019 3:00:00 PM,10/9/2019 12:00:00 AM,10/9/2019 12:00:00 AM,10/9/2019 12:00:00 AM,False,3,0-59 minutes,Deployment,,16,,10/9/2019 3:17:00 PM,10/9/2019 3:14:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
10/7/2019 9:00:00 PM,10/7/2019 12:00:00 AM,10/7/2019 12:00:00 AM,10/7/2019 12:00:00 AM,False,2,0-59 minutes,Deployment,,48,,10/7/2019 9:15:00 PM,10/7/2019 9:13:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,4800,
10/7/2019 9:00:00 PM,10/7/2019 12:00:00 AM,10/7/2019 12:00:00 AM,10/7/2019 12:00:00 AM,True,36,0-59 minutes,Deployment,,48,,10/7/2019 9:42:00 PM,10/7/2019 9:06:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,4800,
10/2/2019 4:00:00 AM,10/2/2019 12:00:00 AM,10/2/2019 12:00:00 AM,10/2/2019 12:00:00 AM,True,69,60-119 minutes,Deployment,,6,,10/2/2019 6:08:00 AM,10/2/2019 4:59:00 AM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
10/2/2019 12:00:00 AM,10/2/2019 12:00:00 AM,10/2/2019 12:00:00 AM,10/2/2019 12:00:00 AM,True,27,0-59 minutes,Deployment,,48,,10/2/2019 1:16:00 AM,10/2/2019 12:49:00 AM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,2400,
10/2/2019 12:00:00 AM,10/2/2019 12:00:00 AM,10/2/2019 12:00:00 AM,10/2/2019 12:00:00 AM,True,9,0-59 minutes,Deployment,,16,,10/2/2019 12:49:00 AM,10/2/2019 12:40:00 AM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,2400,
10/2/2019 12:00:00 AM,10/2/2019 12:00:00 AM,10/2/2019 12:00:00 AM,10/2/2019 12:00:00 AM,True,10,0-59 minutes,Deployment,,16,,10/2/2019 12:32:00 AM,10/2/2019 12:22:00 AM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,2400,
10/1/2019 11:00:00 PM,10/1/2019 12:00:00 AM,10/1/2019 12:00:00 AM,10/1/2019 12:00:00 AM,False,16,0-59 minutes,Deployment,,16,,10/1/2019 11:32:00 PM,10/1/2019 11:16:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,2400,
10/1/2019 11:00:00 PM,10/1/2019 12:00:00 AM,10/1/2019 12:00:00 AM,10/1/2019 12:00:00 AM,False,15,0-59 minutes,Deployment,,16,,10/1/2019 11:30:00 PM,10/1/2019 11:15:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,2400,
10/1/2019 10:00:00 PM,10/1/2019 12:00:00 AM,10/1/2019 12:00:00 AM,10/1/2019 12:00:00 AM,False,3,0-59 minutes,Deployment,,16,,10/1/2019 10:29:00 PM,10/1/2019 10:26:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,2400,
10/1/2019 10:00:00 PM,10/1/2019 12:00:00 AM,10/1/2019 12:00:00 AM,10/1/2019 12:00:00 AM,False,3,0-59 minutes,Deployment,,16,,10/1/2019 10:28:00 PM,10/1/2019 10:25:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,2400,
10/1/2019 9:00:00 PM,10/1/2019 12:00:00 AM,10/1/2019 12:00:00 AM,10/1/2019 12:00:00 AM,False,20,0-59 minutes,Deployment,,16,,10/1/2019 9:49:00 PM,10/1/2019 9:29:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,2400,
10/1/2019 9:00:00 PM,10/1/2019 12:00:00 AM,10/1/2019 12:00:00 AM,10/1/2019 12:00:00 AM,False,21,0-59 minutes,Deployment,,16,,10/1/2019 9:49:00 PM,10/1/2019 9:28:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,2400,
10/1/2019 9:00:00 PM,10/1/2019 12:00:00 AM,10/1/2019 12:00:00 AM,10/1/2019 12:00:00 AM,False,7,0-59 minutes,Deployment,,48,,10/1/2019 9:33:00 PM,10/1/2019 9:26:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,2400,
10/1/2019 4:00:00 PM,10/1/2019 12:00:00 AM,10/1/2019 12:00:00 AM,10/1/2019 12:00:00 AM,True,34,0-59 minutes,Deployment,,16,,10/1/2019 5:07:00 PM,10/1/2019 4:33:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
10/1/2019 3:00:00 PM,10/1/2019 12:00:00 AM,10/1/2019 12:00:00 AM,10/1/2019 12:00:00 AM,True,36,0-59 minutes,Deployment,,16,,10/1/2019 4:24:00 PM,10/1/2019 3:48:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,1920,
9/27/2019 5:00:00 PM,9/27/2019 12:00:00 AM,9/27/2019 12:00:00 AM,9/27/2019 12:00:00 AM,True,34,0-59 minutes,Deployment,,16,,9/27/2019 5:52:00 PM,9/27/2019 5:18:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
9/25/2019 12:00:00 AM,9/25/2019 12:00:00 AM,9/25/2019 12:00:00 AM,9/25/2019 12:00:00 AM,True,28,0-59 minutes,Deployment,,48,,9/25/2019 12:32:00 AM,9/25/2019 12:04:00 AM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,2400,
9/24/2019 9:00:00 PM,9/24/2019 12:00:00 AM,9/24/2019 12:00:00 AM,9/24/2019 12:00:00 AM,True,30,0-59 minutes,Deployment,,48,,9/24/2019 9:49:00 PM,9/24/2019 9:19:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,9600,
9/24/2019 9:00:00 PM,9/24/2019 12:00:00 AM,9/24/2019 12:00:00 AM,9/24/2019 12:00:00 AM,False,4,0-59 minutes,Deployment,,48,,9/24/2019 9:17:00 PM,9/24/2019 9:13:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,9600,
9/24/2019 3:00:00 PM,9/24/2019 12:00:00 AM,9/24/2019 12:00:00 AM,9/24/2019 12:00:00 AM,False,76,60-119 minutes,Deployment,,48,,9/24/2019 5:08:00 PM,9/24/2019 3:52:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,2400,
9/24/2019 3:00:00 PM,9/24/2019 12:00:00 AM,9/24/2019 12:00:00 AM,9/24/2019 12:00:00 AM,True,9,0-59 minutes,Deployment,,16,,9/24/2019 3:36:00 PM,9/24/2019 3:27:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
9/24/2019 3:00:00 PM,9/24/2019 12:00:00 AM,9/24/2019 12:00:00 AM,9/24/2019 12:00:00 AM,False,2,0-59 minutes,Deployment,,48,,9/24/2019 3:26:00 PM,9/24/2019 3:24:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,2400,
9/24/2019 2:00:00 PM,9/24/2019 12:00:00 AM,9/24/2019 12:00:00 AM,9/24/2019 12:00:00 AM,False,11,0-59 minutes,Deployment,,16,,9/24/2019 2:57:00 PM,9/24/2019 2:46:00 PM,CANCELLED,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
9/23/2019 7:00:00 PM,9/23/2019 12:00:00 AM,9/23/2019 12:00:00 AM,9/23/2019 12:00:00 AM,True,41,0-59 minutes,Deployment,,14,,9/23/2019 8:30:00 PM,9/23/2019 7:49:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 5,960,
9/23/2019 1:00:00 PM,9/23/2019 12:00:00 AM,9/23/2019 12:00:00 AM,9/23/2019 12:00:00 AM,False,3,0-59 minutes,Deployment,,48,,9/23/2019 1:34:00 PM,9/23/2019 1:31:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,2400,
9/20/2019 11:00:00 AM,9/20/2019 12:00:00 AM,9/20/2019 12:00:00 AM,9/20/2019 12:00:00 AM,True,68,60-119 minutes,Deployment,,6,,9/20/2019 12:33:00 PM,9/20/2019 11:25:00 AM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
9/20/2019 9:00:00 AM,9/20/2019 12:00:00 AM,9/20/2019 12:00:00 AM,9/20/2019 12:00:00 AM,True,69,60-119 minutes,Deployment,,6,,9/20/2019 10:36:00 AM,9/20/2019 9:27:00 AM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
